
EDGES TABLE (nodes = 1, tmult = 16)

2 speedup	1.671363	1.796585	1.787917	1.882116	1.899604
4 speedup	2.328898	3.084800	3.021161	3.369172	3.537239
8 speedup	3.152897	3.108792	4.014730	4.452782	4.396900
16 speedup	5.073477	6.906716	3.399338	3.909309	7.557440
1 efficiency	1.000000	1.000000	1.000000	1.000000	1.000000
2 efficiency	0.835682	0.898292	0.893958	0.941058	0.949802
4 efficiency	0.582224	0.771200	0.755290	0.842293	0.884310
8 efficiency	0.394112	0.388599	0.501841	0.556598	0.549612
16 efficiency	0.317092	0.431670	0.212459	0.244332	0.472340

THETA TABLE (nodes = 2, edges = 320000)

cores/theta	1	2	4	8	16
1 vote	1.983276	4.234347	3.520254	17.172996	32.381615
2 vote	0.659638	2.076120	1.909336	8.670470	17.408373
4 vote	0.679633	1.321975	1.236402	2.857652	9.652531
8 vote	0.392813	1.364177	0.724235	2.679045	5.729057
16 vote	0.230735	0.434325	0.813285	1.646160	3.508976
1 speedup	1.000000	1.000000	1.000000	1.000000	1.000000
2 speedup	3.006611	2.039548	1.843706	1.980630	1.860117
4 speedup	2.918158	3.203047	2.847176	6.009478	3.354728
8 speedup	5.048912	3.103957	4.860654	6.410119	5.652172
16 speedup	8.595476	9.749255	4.328440	10.432153	9.228222
1 efficiency	1.000000	1.000000	1.000000	1.000000	1.000000
2 efficiency	1.503306	1.019774	0.921853	0.990315	0.930059
4 efficiency	0.729539	0.800762	0.711794	1.502369	0.838682
8 efficiency	0.631114	0.387995	0.607582	0.801265	0.706522
16 efficiency	0.537217	0.609328	0.270528	0.652010	0.576764

THETA TABLE (nodes = 4, edges = 320000)

cores/theta	1	2	4	8	16
1 vote	1.973884	3.505711	8.053820	15.890398	31.298869
2 vote	1.145568	1.912700	3.965142	9.683476	22.851420
4 vote	0.918067	1.328030	2.513119	6.445307	9.413730
8 vote	0.371305	0.831830	1.567361	3.620482	5.554487
16 vote	0.323442	0.431198	0.840654	3.194608	3.487836
1 speedup	1.000000	1.000000	1.000000	1.000000	1.000000
2 speedup	1.723061	1.832860	2.031155	1.640981	1.369668
4 speedup	2.150042	2.639783	3.204711	2.465422	3.324810
8 speedup	5.316072	4.214454	5.138459	4.389028	5.634880
16 speedup	6.102740	8.130162	9.580421	4.974131	8.973721
1 efficiency	1.000000	1.000000	1.000000	1.000000	1.000000
2 efficiency	0.861531	0.916430	1.015578	0.820490	0.684834
4 efficiency	0.537511	0.659946	0.801178	0.616355	0.831203
8 efficiency	0.664509	0.526807	0.642307	0.548629	0.704360
16 efficiency	0.381421	0.508135	0.598776	0.310883	0.560858

THETA TABLE (nodes = 8, edges = 320000)

cores/theta	1	2	4	8	16
1 vote	1.901320	4.065089	7.426074	22.360655	52.682357
2 vote	1.333118	2.144249	2.150093	9.530929	37.586291
4 vote	0.655647	1.793618	2.631418	10.049971	9.008846
8 vote	0.423788	0.698952	1.288978	2.347504	2.256752
16 vote	0.293826	0.702741	1.341401	2.351012	2.120022
1 speedup	1.000000	1.000000	1.000000	1.000000	1.000000
2 speedup	1.426220	1.895810	3.453839	2.346115	1.401638
4 speedup	2.899916	2.266419	2.822080	2.224947	5.847847
8 speedup	4.486491	5.815978	5.761210	9.525288	23.344325
16 speedup	6.470910	5.784617	5.536057	9.511077	24.849914
1 efficiency	1.000000	1.000000	1.000000	1.000000	1.000000
2 efficiency	0.713110	0.947905	1.726920	1.173058	0.700819
4 efficiency	0.724979	0.566605	0.705520	0.556237	1.461962
